[2023-03-23 16:45:58,456][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-23 16:48:00,035][new_worker_lincls][INFO] - LOSS 2.8173279762268066
[2023-03-23 16:48:00,035][new_worker_lincls][INFO] - LOSS ITEM 2.8173279762268066
[2023-03-23 16:48:00,070][new_worker_lincls][INFO] - LOSS 2.677844524383545
[2023-03-23 16:48:00,070][new_worker_lincls][INFO] - LOSS ITEM 2.677844524383545
[2023-03-23 16:48:00,098][new_worker_lincls][INFO] - LOSS 2.8009512424468994
[2023-03-23 16:48:00,098][new_worker_lincls][INFO] - LOSS ITEM 2.8009512424468994
[2023-03-23 16:48:00,133][new_worker_lincls][INFO] - LOSS 2.780360460281372
[2023-03-23 16:48:00,133][new_worker_lincls][INFO] - LOSS ITEM 2.780360460281372
[2023-03-23 16:48:00,161][new_worker_lincls][INFO] - LOSS 2.788895845413208
[2023-03-23 16:48:00,161][new_worker_lincls][INFO] - LOSS ITEM 2.788895845413208
[2023-03-23 16:48:00,188][new_worker_lincls][INFO] - LOSS 2.7551920413970947
[2023-03-23 16:48:00,189][new_worker_lincls][INFO] - LOSS ITEM 2.7551920413970947
[2023-03-23 16:48:00,191][new_worker_lincls][INFO] - Epoch: [0][340/500]	Time  0.028 ( 0.039)	Data  0.001 ( 0.009)	Loss 2.7552e+00 (2.9737e+00)	Acc@1  13.00 ( 11.30)	Acc@5  46.00 ( 42.57)
[2023-03-23 16:48:00,217][new_worker_lincls][INFO] - LOSS 2.8412253856658936
[2023-03-23 16:48:00,217][new_worker_lincls][INFO] - LOSS ITEM 2.8412253856658936
[2023-03-23 16:48:00,248][new_worker_lincls][INFO] - LOSS 2.7818596363067627
[2023-03-23 16:48:00,248][new_worker_lincls][INFO] - LOSS ITEM 2.7818596363067627
[2023-03-23 16:48:00,284][new_worker_lincls][INFO] - LOSS 2.733279228210449
[2023-03-23 16:48:00,284][new_worker_lincls][INFO] - LOSS ITEM 2.733279228210449
[2023-03-23 16:48:00,312][new_worker_lincls][INFO] - LOSS 2.773517370223999
[2023-03-23 16:48:00,312][new_worker_lincls][INFO] - LOSS ITEM 2.773517370223999
[2023-03-23 16:48:00,349][new_worker_lincls][INFO] - LOSS 2.670477867126465
[2023-03-23 16:48:00,349][new_worker_lincls][INFO] - LOSS ITEM 2.670477867126465
[2023-03-23 16:48:00,378][new_worker_lincls][INFO] - LOSS 2.6817803382873535
[2023-03-23 16:48:00,378][new_worker_lincls][INFO] - LOSS ITEM 2.6817803382873535
[2023-03-23 16:48:00,405][new_worker_lincls][INFO] - LOSS 2.7751686573028564
[2023-03-23 16:48:00,405][new_worker_lincls][INFO] - LOSS ITEM 2.7751686573028564
[2023-03-23 16:48:00,437][new_worker_lincls][INFO] - LOSS 2.8090786933898926
[2023-03-23 16:48:00,438][new_worker_lincls][INFO] - LOSS ITEM 2.8090786933898926
[2023-03-23 16:48:00,477][new_worker_lincls][INFO] - LOSS 2.7792913913726807
[2023-03-23 16:48:00,477][new_worker_lincls][INFO] - LOSS ITEM 2.7792913913726807
[2023-03-23 16:48:00,504][new_worker_lincls][INFO] - LOSS 2.698489189147949
[2023-03-23 16:48:00,505][new_worker_lincls][INFO] - LOSS ITEM 2.698489189147949
[2023-03-23 16:48:00,506][new_worker_lincls][INFO] - Epoch: [0][350/500]	Time  0.027 ( 0.038)	Data  0.001 ( 0.009)	Loss 2.6985e+00 (2.9674e+00)	Acc@1  15.00 ( 11.38)	Acc@5  55.00 ( 42.78)
[2023-03-23 16:48:00,532][new_worker_lincls][INFO] - LOSS 2.8237714767456055
[2023-03-23 16:48:00,532][new_worker_lincls][INFO] - LOSS ITEM 2.8237714767456055
[2023-03-23 16:48:00,560][new_worker_lincls][INFO] - LOSS 2.781355619430542
[2023-03-23 16:48:00,567][new_worker_lincls][INFO] - LOSS ITEM 2.781355619430542
[2023-03-23 16:48:00,602][new_worker_lincls][INFO] - LOSS 2.7236905097961426
[2023-03-23 16:48:00,603][new_worker_lincls][INFO] - LOSS ITEM 2.7236905097961426
[2023-03-23 16:48:00,630][new_worker_lincls][INFO] - LOSS 2.7931737899780273
[2023-03-23 16:48:00,631][new_worker_lincls][INFO] - LOSS ITEM 2.7931737899780273
[2023-03-23 16:48:00,658][new_worker_lincls][INFO] - LOSS 2.6480748653411865
[2023-03-23 16:48:00,658][new_worker_lincls][INFO] - LOSS ITEM 2.6480748653411865
[2023-03-23 16:48:00,690][new_worker_lincls][INFO] - LOSS 2.763808488845825
[2023-03-23 16:48:00,690][new_worker_lincls][INFO] - LOSS ITEM 2.763808488845825
[2023-03-23 16:48:00,717][new_worker_lincls][INFO] - LOSS 2.721496820449829
[2023-03-23 16:48:00,717][new_worker_lincls][INFO] - LOSS ITEM 2.721496820449829
[2023-03-23 16:48:00,744][new_worker_lincls][INFO] - LOSS 2.6965017318725586
[2023-03-23 16:48:00,744][new_worker_lincls][INFO] - LOSS ITEM 2.6965017318725586
[2023-03-23 16:48:00,772][new_worker_lincls][INFO] - LOSS 2.8053112030029297
[2023-03-23 16:48:00,772][new_worker_lincls][INFO] - LOSS ITEM 2.8053112030029297
[2023-03-23 16:48:00,799][new_worker_lincls][INFO] - LOSS 2.6993319988250732
[2023-03-23 16:48:00,799][new_worker_lincls][INFO] - LOSS ITEM 2.6993319988250732
[2023-03-23 16:48:00,802][new_worker_lincls][INFO] - Epoch: [0][360/500]	Time  0.028 ( 0.038)	Data  0.001 ( 0.009)	Loss 2.6993e+00 (2.9613e+00)	Acc@1  20.00 ( 11.49)	Acc@5  49.00 ( 43.01)
[2023-03-23 16:48:00,828][new_worker_lincls][INFO] - LOSS 2.748471975326538
[2023-03-23 16:48:00,828][new_worker_lincls][INFO] - LOSS ITEM 2.748471975326538
[2023-03-23 16:48:00,856][new_worker_lincls][INFO] - LOSS 2.720886468887329
[2023-03-23 16:48:00,856][new_worker_lincls][INFO] - LOSS ITEM 2.720886468887329
[2023-03-23 16:48:00,884][new_worker_lincls][INFO] - LOSS 2.7590017318725586
[2023-03-23 16:48:00,884][new_worker_lincls][INFO] - LOSS ITEM 2.7590017318725586
[2023-03-23 16:48:00,915][new_worker_lincls][INFO] - LOSS 2.7196109294891357
[2023-03-23 16:48:00,916][new_worker_lincls][INFO] - LOSS ITEM 2.7196109294891357
[2023-03-23 16:48:00,950][new_worker_lincls][INFO] - LOSS 2.6856820583343506
[2023-03-23 16:48:00,951][new_worker_lincls][INFO] - LOSS ITEM 2.6856820583343506
[2023-03-23 16:48:00,978][new_worker_lincls][INFO] - LOSS 2.6733062267303467
[2023-03-23 16:48:00,978][new_worker_lincls][INFO] - LOSS ITEM 2.6733062267303467
[2023-03-23 16:48:01,015][new_worker_lincls][INFO] - LOSS 2.6543188095092773
[2023-03-23 16:48:01,015][new_worker_lincls][INFO] - LOSS ITEM 2.6543188095092773
[2023-03-23 16:48:01,045][new_worker_lincls][INFO] - LOSS 2.6705918312072754
[2023-03-23 16:48:01,045][new_worker_lincls][INFO] - LOSS ITEM 2.6705918312072754
[2023-03-23 16:48:01,078][new_worker_lincls][INFO] - LOSS 2.7251076698303223
[2023-03-23 16:48:01,079][new_worker_lincls][INFO] - LOSS ITEM 2.7251076698303223
[2023-03-23 16:48:01,109][new_worker_lincls][INFO] - LOSS 2.660405158996582
[2023-03-23 16:48:01,109][new_worker_lincls][INFO] - LOSS ITEM 2.660405158996582
[2023-03-23 16:48:01,111][new_worker_lincls][INFO] - Epoch: [0][370/500]	Time  0.030 ( 0.038)	Data  0.001 ( 0.009)	Loss 2.6604e+00 (2.9543e+00)	Acc@1  15.00 ( 11.64)	Acc@5  53.00 ( 43.22)
[2023-03-23 16:48:01,136][new_worker_lincls][INFO] - LOSS 2.730400800704956
[2023-03-23 16:48:01,144][new_worker_lincls][INFO] - LOSS ITEM 2.730400800704956
[2023-03-23 16:48:01,171][new_worker_lincls][INFO] - LOSS 2.6641321182250977
[2023-03-23 16:48:01,171][new_worker_lincls][INFO] - LOSS ITEM 2.6641321182250977
[2023-03-23 16:48:01,208][new_worker_lincls][INFO] - LOSS 2.7702999114990234
[2023-03-23 16:48:01,208][new_worker_lincls][INFO] - LOSS ITEM 2.7702999114990234
[2023-03-23 16:48:01,238][new_worker_lincls][INFO] - LOSS 2.577672004699707
[2023-03-23 16:48:01,239][new_worker_lincls][INFO] - LOSS ITEM 2.577672004699707
[2023-03-23 16:48:01,279][new_worker_lincls][INFO] - LOSS 2.651904821395874
[2023-03-23 16:48:01,279][new_worker_lincls][INFO] - LOSS ITEM 2.651904821395874
[2023-03-23 16:48:01,313][new_worker_lincls][INFO] - LOSS 2.8257510662078857
[2023-03-23 16:48:01,313][new_worker_lincls][INFO] - LOSS ITEM 2.8257510662078857
[2023-03-23 16:48:01,340][new_worker_lincls][INFO] - LOSS 2.799758195877075
[2023-03-23 16:48:01,340][new_worker_lincls][INFO] - LOSS ITEM 2.799758195877075
[2023-03-23 16:48:01,370][new_worker_lincls][INFO] - LOSS 2.7815167903900146
[2023-03-23 16:48:01,370][new_worker_lincls][INFO] - LOSS ITEM 2.7815167903900146
[2023-03-23 16:48:01,397][new_worker_lincls][INFO] - LOSS 2.7487900257110596
[2023-03-23 16:48:01,398][new_worker_lincls][INFO] - LOSS ITEM 2.7487900257110596
[2023-03-23 16:48:01,432][new_worker_lincls][INFO] - LOSS 2.8132448196411133
[2023-03-23 16:48:01,432][new_worker_lincls][INFO] - LOSS ITEM 2.8132448196411133
[2023-03-23 16:48:01,434][new_worker_lincls][INFO] - Epoch: [0][380/500]	Time  0.027 ( 0.038)	Data  0.001 ( 0.008)	Loss 2.8132e+00 (2.9486e+00)	Acc@1  10.00 ( 11.75)	Acc@5  46.00 ( 43.38)
[2023-03-23 16:48:01,467][new_worker_lincls][INFO] - LOSS 2.6554903984069824
[2023-03-23 16:48:01,467][new_worker_lincls][INFO] - LOSS ITEM 2.6554903984069824
[2023-03-23 16:48:01,494][new_worker_lincls][INFO] - LOSS 2.768815040588379
[2023-03-23 16:48:01,501][new_worker_lincls][INFO] - LOSS ITEM 2.768815040588379
[2023-03-23 16:48:01,529][new_worker_lincls][INFO] - LOSS 2.924623966217041
[2023-03-23 16:48:01,529][new_worker_lincls][INFO] - LOSS ITEM 2.924623966217041
[2023-03-23 16:48:01,567][new_worker_lincls][INFO] - LOSS 2.765695571899414
[2023-03-23 16:48:01,567][new_worker_lincls][INFO] - LOSS ITEM 2.765695571899414
[2023-03-23 16:48:01,604][new_worker_lincls][INFO] - LOSS 2.645411729812622
[2023-03-23 16:48:01,604][new_worker_lincls][INFO] - LOSS ITEM 2.645411729812622
[2023-03-23 16:48:01,631][new_worker_lincls][INFO] - LOSS 2.597825527191162
[2023-03-23 16:48:01,631][new_worker_lincls][INFO] - LOSS ITEM 2.597825527191162
[2023-03-23 16:48:01,658][new_worker_lincls][INFO] - LOSS 2.759889602661133
[2023-03-23 16:48:01,658][new_worker_lincls][INFO] - LOSS ITEM 2.759889602661133
[2023-03-23 16:48:01,686][new_worker_lincls][INFO] - LOSS 2.8901290893554688
[2023-03-23 16:48:01,686][new_worker_lincls][INFO] - LOSS ITEM 2.8901290893554688
[2023-03-23 16:48:01,715][new_worker_lincls][INFO] - LOSS 2.7894365787506104
[2023-03-23 16:48:01,715][new_worker_lincls][INFO] - LOSS ITEM 2.7894365787506104
[2023-03-23 16:48:01,742][new_worker_lincls][INFO] - LOSS 2.6534531116485596
[2023-03-23 16:48:01,742][new_worker_lincls][INFO] - LOSS ITEM 2.6534531116485596
[2023-03-23 16:48:01,744][new_worker_lincls][INFO] - Epoch: [0][390/500]	Time  0.027 ( 0.038)	Data  0.001 ( 0.008)	Loss 2.6535e+00 (2.9434e+00)	Acc@1  16.00 ( 11.80)	Acc@5  57.00 ( 43.54)
[2023-03-23 16:48:01,770][new_worker_lincls][INFO] - LOSS 2.772650718688965
[2023-03-23 16:48:01,770][new_worker_lincls][INFO] - LOSS ITEM 2.772650718688965
[2023-03-23 16:48:01,798][new_worker_lincls][INFO] - LOSS 2.8383758068084717
[2023-03-23 16:48:01,798][new_worker_lincls][INFO] - LOSS ITEM 2.8383758068084717
[2023-03-23 16:48:01,826][new_worker_lincls][INFO] - LOSS 2.7608137130737305
[2023-03-23 16:48:01,826][new_worker_lincls][INFO] - LOSS ITEM 2.7608137130737305
[2023-03-23 16:48:01,853][new_worker_lincls][INFO] - LOSS 2.8520750999450684
[2023-03-23 16:48:01,854][new_worker_lincls][INFO] - LOSS ITEM 2.8520750999450684
[2023-03-23 16:48:01,884][new_worker_lincls][INFO] - LOSS 2.7137985229492188
[2023-03-23 16:48:01,884][new_worker_lincls][INFO] - LOSS ITEM 2.7137985229492188
[2023-03-23 16:48:01,920][new_worker_lincls][INFO] - LOSS 2.8047313690185547
[2023-03-23 16:48:01,920][new_worker_lincls][INFO] - LOSS ITEM 2.8047313690185547
[2023-03-23 16:48:01,947][new_worker_lincls][INFO] - LOSS 2.7250518798828125
[2023-03-23 16:48:01,947][new_worker_lincls][INFO] - LOSS ITEM 2.7250518798828125
[2023-03-23 16:48:01,974][new_worker_lincls][INFO] - LOSS 2.7178955078125
[2023-03-23 16:48:01,974][new_worker_lincls][INFO] - LOSS ITEM 2.7178955078125
[2023-03-23 16:48:02,001][new_worker_lincls][INFO] - LOSS 2.729848861694336
[2023-03-23 16:48:02,001][new_worker_lincls][INFO] - LOSS ITEM 2.729848861694336
[2023-03-23 16:48:02,029][new_worker_lincls][INFO] - LOSS 2.6878015995025635
[2023-03-23 16:48:02,029][new_worker_lincls][INFO] - LOSS ITEM 2.6878015995025635
[2023-03-23 16:48:02,031][new_worker_lincls][INFO] - Epoch: [0][400/500]	Time  0.028 ( 0.037)	Data  0.001 ( 0.008)	Loss 2.6878e+00 (2.9388e+00)	Acc@1  18.00 ( 11.84)	Acc@5  58.00 ( 43.72)
[2023-03-23 16:48:02,057][new_worker_lincls][INFO] - LOSS 2.7523391246795654
[2023-03-23 16:48:02,058][new_worker_lincls][INFO] - LOSS ITEM 2.7523391246795654
[2023-03-23 16:48:02,085][new_worker_lincls][INFO] - LOSS 2.718895196914673
[2023-03-23 16:48:02,086][new_worker_lincls][INFO] - LOSS ITEM 2.718895196914673
[2023-03-23 16:48:02,113][new_worker_lincls][INFO] - LOSS 2.6372411251068115
[2023-03-23 16:48:02,113][new_worker_lincls][INFO] - LOSS ITEM 2.6372411251068115
[2023-03-23 16:48:02,141][new_worker_lincls][INFO] - LOSS 2.788978338241577
[2023-03-23 16:48:02,141][new_worker_lincls][INFO] - LOSS ITEM 2.788978338241577
[2023-03-23 16:48:02,169][new_worker_lincls][INFO] - LOSS 2.6778464317321777
[2023-03-23 16:48:02,169][new_worker_lincls][INFO] - LOSS ITEM 2.6778464317321777
[2023-03-23 16:48:02,197][new_worker_lincls][INFO] - LOSS 2.756601572036743
[2023-03-23 16:48:02,197][new_worker_lincls][INFO] - LOSS ITEM 2.756601572036743
[2023-03-23 16:48:02,230][new_worker_lincls][INFO] - LOSS 2.793203115463257
[2023-03-23 16:48:02,231][new_worker_lincls][INFO] - LOSS ITEM 2.793203115463257
[2023-03-23 16:48:02,259][new_worker_lincls][INFO] - LOSS 2.580303907394409
[2023-03-23 16:48:02,259][new_worker_lincls][INFO] - LOSS ITEM 2.580303907394409
[2023-03-23 16:48:02,296][new_worker_lincls][INFO] - LOSS 2.695648193359375
[2023-03-23 16:48:02,296][new_worker_lincls][INFO] - LOSS ITEM 2.695648193359375
[2023-03-23 16:48:02,325][new_worker_lincls][INFO] - LOSS 2.6726906299591064
[2023-03-23 16:48:02,325][new_worker_lincls][INFO] - LOSS ITEM 2.6726906299591064
[2023-03-23 16:48:02,327][new_worker_lincls][INFO] - Epoch: [0][410/500]	Time  0.029 ( 0.037)	Data  0.001 ( 0.008)	Loss 2.6727e+00 (2.9332e+00)	Acc@1  12.00 ( 11.92)	Acc@5  56.00 ( 43.90)
[2023-03-23 16:48:02,359][new_worker_lincls][INFO] - LOSS 2.7329587936401367
[2023-03-23 16:48:02,359][new_worker_lincls][INFO] - LOSS ITEM 2.7329587936401367
[2023-03-23 16:48:02,390][new_worker_lincls][INFO] - LOSS 2.8609719276428223
[2023-03-23 16:48:02,391][new_worker_lincls][INFO] - LOSS ITEM 2.8609719276428223
[2023-03-23 16:48:02,420][new_worker_lincls][INFO] - LOSS 2.8301022052764893
[2023-03-23 16:48:02,420][new_worker_lincls][INFO] - LOSS ITEM 2.8301022052764893
[2023-03-23 16:48:02,451][new_worker_lincls][INFO] - LOSS 2.7017393112182617
[2023-03-23 16:48:02,451][new_worker_lincls][INFO] - LOSS ITEM 2.7017393112182617
[2023-03-23 16:48:02,477][new_worker_lincls][INFO] - LOSS 2.696974992752075
[2023-03-23 16:48:02,478][new_worker_lincls][INFO] - LOSS ITEM 2.696974992752075
[2023-03-23 16:48:02,519][new_worker_lincls][INFO] - LOSS 2.8119056224823
[2023-03-23 16:48:02,519][new_worker_lincls][INFO] - LOSS ITEM 2.8119056224823
[2023-03-23 16:48:02,554][new_worker_lincls][INFO] - LOSS 2.6446261405944824
[2023-03-23 16:48:02,554][new_worker_lincls][INFO] - LOSS ITEM 2.6446261405944824
[2023-03-23 16:48:02,581][new_worker_lincls][INFO] - LOSS 2.636251211166382
[2023-03-23 16:48:02,581][new_worker_lincls][INFO] - LOSS ITEM 2.636251211166382
[2023-03-23 16:48:02,613][new_worker_lincls][INFO] - LOSS 2.5754446983337402
[2023-03-23 16:48:02,613][new_worker_lincls][INFO] - LOSS ITEM 2.5754446983337402
[2023-03-23 16:48:02,642][new_worker_lincls][INFO] - LOSS 2.639178991317749
[2023-03-23 16:48:02,643][new_worker_lincls][INFO] - LOSS ITEM 2.639178991317749
[2023-03-23 16:48:02,644][new_worker_lincls][INFO] - Epoch: [0][420/500]	Time  0.029 ( 0.037)	Data  0.002 ( 0.008)	Loss 2.6392e+00 (2.9279e+00)	Acc@1  20.00 ( 12.03)	Acc@5  52.00 ( 44.06)
[2023-03-23 16:48:02,676][new_worker_lincls][INFO] - LOSS 2.723954677581787
[2023-03-23 16:48:02,676][new_worker_lincls][INFO] - LOSS ITEM 2.723954677581787
[2023-03-23 16:48:02,705][new_worker_lincls][INFO] - LOSS 2.7110795974731445
[2023-03-23 16:48:02,705][new_worker_lincls][INFO] - LOSS ITEM 2.7110795974731445
[2023-03-23 16:48:02,732][new_worker_lincls][INFO] - LOSS 2.6932733058929443
[2023-03-23 16:48:02,732][new_worker_lincls][INFO] - LOSS ITEM 2.6932733058929443
[2023-03-23 16:48:02,759][new_worker_lincls][INFO] - LOSS 2.6724741458892822
[2023-03-23 16:48:02,759][new_worker_lincls][INFO] - LOSS ITEM 2.6724741458892822
[2023-03-23 16:48:02,786][new_worker_lincls][INFO] - LOSS 2.6743581295013428
[2023-03-23 16:48:02,787][new_worker_lincls][INFO] - LOSS ITEM 2.6743581295013428
[2023-03-23 16:48:02,817][new_worker_lincls][INFO] - LOSS 2.6913976669311523
[2023-03-23 16:48:02,817][new_worker_lincls][INFO] - LOSS ITEM 2.6913976669311523
[2023-03-23 16:48:02,848][new_worker_lincls][INFO] - LOSS 2.808291435241699
[2023-03-23 16:48:02,848][new_worker_lincls][INFO] - LOSS ITEM 2.808291435241699
[2023-03-23 16:48:02,874][new_worker_lincls][INFO] - LOSS 2.721778631210327
[2023-03-23 16:48:02,875][new_worker_lincls][INFO] - LOSS ITEM 2.721778631210327
[2023-03-23 16:48:02,901][new_worker_lincls][INFO] - LOSS 2.7674286365509033
[2023-03-23 16:48:02,901][new_worker_lincls][INFO] - LOSS ITEM 2.7674286365509033
[2023-03-23 16:48:02,928][new_worker_lincls][INFO] - LOSS 2.6117327213287354
[2023-03-23 16:48:02,928][new_worker_lincls][INFO] - LOSS ITEM 2.6117327213287354
[2023-03-23 16:48:02,930][new_worker_lincls][INFO] - Epoch: [0][430/500]	Time  0.027 ( 0.037)	Data  0.000 ( 0.007)	Loss 2.6117e+00 (2.9228e+00)	Acc@1  19.00 ( 12.12)	Acc@5  53.00 ( 44.28)
[2023-03-23 16:48:02,955][new_worker_lincls][INFO] - LOSS 2.7821905612945557
[2023-03-23 16:48:02,955][new_worker_lincls][INFO] - LOSS ITEM 2.7821905612945557
[2023-03-23 16:48:02,982][new_worker_lincls][INFO] - LOSS 2.717771291732788
[2023-03-23 16:48:02,982][new_worker_lincls][INFO] - LOSS ITEM 2.717771291732788
[2023-03-23 16:48:03,009][new_worker_lincls][INFO] - LOSS 2.687831163406372
[2023-03-23 16:48:03,009][new_worker_lincls][INFO] - LOSS ITEM 2.687831163406372
[2023-03-23 16:48:03,036][new_worker_lincls][INFO] - LOSS 2.6598005294799805
[2023-03-23 16:48:03,037][new_worker_lincls][INFO] - LOSS ITEM 2.6598005294799805
[2023-03-23 16:48:03,066][new_worker_lincls][INFO] - LOSS 2.8005642890930176
[2023-03-23 16:48:03,066][new_worker_lincls][INFO] - LOSS ITEM 2.8005642890930176
[2023-03-23 16:48:03,100][new_worker_lincls][INFO] - LOSS 2.7592501640319824
[2023-03-23 16:48:03,100][new_worker_lincls][INFO] - LOSS ITEM 2.7592501640319824
[2023-03-23 16:48:03,127][new_worker_lincls][INFO] - LOSS 2.674330472946167
[2023-03-23 16:48:03,127][new_worker_lincls][INFO] - LOSS ITEM 2.674330472946167
[2023-03-23 16:48:03,154][new_worker_lincls][INFO] - LOSS 2.709221839904785
[2023-03-23 16:48:03,154][new_worker_lincls][INFO] - LOSS ITEM 2.709221839904785
[2023-03-23 16:48:03,180][new_worker_lincls][INFO] - LOSS 2.7542977333068848
[2023-03-23 16:48:03,180][new_worker_lincls][INFO] - LOSS ITEM 2.7542977333068848
[2023-03-23 16:48:03,207][new_worker_lincls][INFO] - LOSS 2.6357908248901367
[2023-03-23 16:48:03,207][new_worker_lincls][INFO] - LOSS ITEM 2.6357908248901367
[2023-03-23 16:48:03,208][new_worker_lincls][INFO] - Epoch: [0][440/500]	Time  0.027 ( 0.037)	Data  0.000 ( 0.007)	Loss 2.6358e+00 (2.9182e+00)	Acc@1  20.00 ( 12.20)	Acc@5  56.00 ( 44.44)
[2023-03-23 16:48:03,234][new_worker_lincls][INFO] - LOSS 2.657822847366333
[2023-03-23 16:48:03,234][new_worker_lincls][INFO] - LOSS ITEM 2.657822847366333
[2023-03-23 16:48:03,261][new_worker_lincls][INFO] - LOSS 2.7401397228240967
[2023-03-23 16:48:03,261][new_worker_lincls][INFO] - LOSS ITEM 2.7401397228240967
[2023-03-23 16:48:03,288][new_worker_lincls][INFO] - LOSS 2.854177236557007
[2023-03-23 16:48:03,288][new_worker_lincls][INFO] - LOSS ITEM 2.854177236557007
[2023-03-23 16:48:03,319][new_worker_lincls][INFO] - LOSS 2.7255899906158447
[2023-03-23 16:48:03,319][new_worker_lincls][INFO] - LOSS ITEM 2.7255899906158447
[2023-03-23 16:48:03,354][new_worker_lincls][INFO] - LOSS 2.6681337356567383
[2023-03-23 16:48:03,354][new_worker_lincls][INFO] - LOSS ITEM 2.6681337356567383
[2023-03-23 16:48:03,380][new_worker_lincls][INFO] - LOSS 2.7584216594696045
[2023-03-23 16:48:03,380][new_worker_lincls][INFO] - LOSS ITEM 2.7584216594696045
[2023-03-23 16:48:03,407][new_worker_lincls][INFO] - LOSS 2.6130051612854004
[2023-03-23 16:48:03,407][new_worker_lincls][INFO] - LOSS ITEM 2.6130051612854004
[2023-03-23 16:48:03,434][new_worker_lincls][INFO] - LOSS 2.773435115814209
[2023-03-23 16:48:03,434][new_worker_lincls][INFO] - LOSS ITEM 2.773435115814209
[2023-03-23 16:48:03,461][new_worker_lincls][INFO] - LOSS 2.755868911743164
[2023-03-23 16:48:03,461][new_worker_lincls][INFO] - LOSS ITEM 2.755868911743164
[2023-03-23 16:48:03,488][new_worker_lincls][INFO] - LOSS 2.7674388885498047
[2023-03-23 16:48:03,488][new_worker_lincls][INFO] - LOSS ITEM 2.7674388885498047
[2023-03-23 16:48:03,489][new_worker_lincls][INFO] - Epoch: [0][450/500]	Time  0.027 ( 0.037)	Data  0.000 ( 0.007)	Loss 2.7674e+00 (2.9140e+00)	Acc@1  15.00 ( 12.26)	Acc@5  51.00 ( 44.61)
[2023-03-23 16:48:03,515][new_worker_lincls][INFO] - LOSS 2.8504714965820312
[2023-03-23 16:48:03,515][new_worker_lincls][INFO] - LOSS ITEM 2.8504714965820312
[2023-03-23 16:48:03,542][new_worker_lincls][INFO] - LOSS 2.7006235122680664
[2023-03-23 16:48:03,542][new_worker_lincls][INFO] - LOSS ITEM 2.7006235122680664
[2023-03-23 16:48:03,570][new_worker_lincls][INFO] - LOSS 2.719923734664917
[2023-03-23 16:48:03,570][new_worker_lincls][INFO] - LOSS ITEM 2.719923734664917
[2023-03-23 16:48:03,599][new_worker_lincls][INFO] - LOSS 2.8282222747802734
[2023-03-23 16:48:03,599][new_worker_lincls][INFO] - LOSS ITEM 2.8282222747802734
[2023-03-23 16:48:03,633][new_worker_lincls][INFO] - LOSS 2.740579605102539
[2023-03-23 16:48:03,633][new_worker_lincls][INFO] - LOSS ITEM 2.740579605102539
[2023-03-23 16:48:03,660][new_worker_lincls][INFO] - LOSS 2.721862554550171
[2023-03-23 16:48:03,660][new_worker_lincls][INFO] - LOSS ITEM 2.721862554550171
[2023-03-23 16:48:03,687][new_worker_lincls][INFO] - LOSS 2.6346540451049805
[2023-03-23 16:48:03,687][new_worker_lincls][INFO] - LOSS ITEM 2.6346540451049805
[2023-03-23 16:48:03,714][new_worker_lincls][INFO] - LOSS 2.6697311401367188
[2023-03-23 16:48:03,714][new_worker_lincls][INFO] - LOSS ITEM 2.6697311401367188
[2023-03-23 16:48:03,740][new_worker_lincls][INFO] - LOSS 2.871248722076416
[2023-03-23 16:48:03,740][new_worker_lincls][INFO] - LOSS ITEM 2.871248722076416
[2023-03-23 16:48:03,767][new_worker_lincls][INFO] - LOSS 2.7320523262023926
[2023-03-23 16:48:03,767][new_worker_lincls][INFO] - LOSS ITEM 2.7320523262023926
[2023-03-23 16:48:03,768][new_worker_lincls][INFO] - Epoch: [0][460/500]	Time  0.027 ( 0.036)	Data  0.000 ( 0.007)	Loss 2.7321e+00 (2.9104e+00)	Acc@1  14.00 ( 12.33)	Acc@5  50.00 ( 44.73)
[2023-03-23 16:48:03,794][new_worker_lincls][INFO] - LOSS 2.8605499267578125
[2023-03-23 16:48:03,794][new_worker_lincls][INFO] - LOSS ITEM 2.8605499267578125
[2023-03-23 16:48:03,821][new_worker_lincls][INFO] - LOSS 2.762932777404785
[2023-03-23 16:48:03,821][new_worker_lincls][INFO] - LOSS ITEM 2.762932777404785
[2023-03-23 16:48:03,851][new_worker_lincls][INFO] - LOSS 2.662665367126465
[2023-03-23 16:48:03,851][new_worker_lincls][INFO] - LOSS ITEM 2.662665367126465
[2023-03-23 16:48:03,885][new_worker_lincls][INFO] - LOSS 2.6240158081054688
[2023-03-23 16:48:03,885][new_worker_lincls][INFO] - LOSS ITEM 2.6240158081054688
[2023-03-23 16:48:03,912][new_worker_lincls][INFO] - LOSS 2.569716215133667
[2023-03-23 16:48:03,912][new_worker_lincls][INFO] - LOSS ITEM 2.569716215133667
[2023-03-23 16:48:03,939][new_worker_lincls][INFO] - LOSS 2.7721211910247803
[2023-03-23 16:48:03,939][new_worker_lincls][INFO] - LOSS ITEM 2.7721211910247803
[2023-03-23 16:48:03,966][new_worker_lincls][INFO] - LOSS 2.6965694427490234
[2023-03-23 16:48:03,966][new_worker_lincls][INFO] - LOSS ITEM 2.6965694427490234
[2023-03-23 16:48:03,993][new_worker_lincls][INFO] - LOSS 2.6441843509674072
[2023-03-23 16:48:03,993][new_worker_lincls][INFO] - LOSS ITEM 2.6441843509674072
